"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125031483","Guildford - South Granville","A","Annual","2016","2016",571,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125031483","Guildford - South Granville","A","Annual","2016","2016",580,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125031484","Guildford West - Merrylands West","A","Annual","2016","2016",610,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125031484","Guildford West - Merrylands West","A","Annual","2016","2016",650,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125031485","Merrylands - Holroyd","A","Annual","2016","2016",829,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125031485","Merrylands - Holroyd","A","Annual","2016","2016",860,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125031486","Smithfield Industrial","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125031486","Smithfield Industrial","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125031487","Yennora Industrial","A","Annual","2016","2016",1,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125031487","Yennora Industrial","A","Annual","2016","2016",2,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125041489","North Parramatta","A","Annual","2016","2016",651,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125041489","North Parramatta","A","Annual","2016","2016",613,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125041490","North Rocks","A","Annual","2016","2016",277,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125041490","North Rocks","A","Annual","2016","2016",267,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125041491","Northmead","A","Annual","2016","2016",521,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125041491","Northmead","A","Annual","2016","2016",505,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125041492","Parramatta - Rosehill","A","Annual","2016","2016",579,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125041492","Parramatta - Rosehill","A","Annual","2016","2016",579,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125041493","Toongabbie - Constitution Hill","A","Annual","2016","2016",679,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125041493","Toongabbie - Constitution Hill","A","Annual","2016","2016",737,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125041494","Winston Hills","A","Annual","2016","2016",408,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125041494","Winston Hills","A","Annual","2016","2016",354,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125041588","Pendle Hill - Girraween","A","Annual","2016","2016",387,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125041588","Pendle Hill - Girraween","A","Annual","2016","2016",351,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","125041589","Wentworthville - Westmead","A","Annual","2016","2016",459,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","125041589","Wentworthville - Westmead","A","Annual","2016","2016",415,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126011495","Epping - North Epping","A","Annual","2016","2016",839,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126011495","Epping - North Epping","A","Annual","2016","2016",929,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126011496","Pennant Hills - Cheltenham","A","Annual","2016","2016",719,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126011496","Pennant Hills - Cheltenham","A","Annual","2016","2016",805,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126021497","Eastwood - Denistone","A","Annual","2016","2016",722,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126021497","Eastwood - Denistone","A","Annual","2016","2016",888,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126021498","Gladesville - Huntleys Point","A","Annual","2016","2016",553,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126021498","Gladesville - Huntleys Point","A","Annual","2016","2016",560,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126021499","Hunters Hill - Woolwich","A","Annual","2016","2016",367,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126021499","Hunters Hill - Woolwich","A","Annual","2016","2016",419,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126021500","Macquarie Park - Marsfield","A","Annual","2016","2016",492,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126021500","Macquarie Park - Marsfield","A","Annual","2016","2016",538,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126021501","North Ryde - East Ryde","A","Annual","2016","2016",429,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126021501","North Ryde - East Ryde","A","Annual","2016","2016",466,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126021503","West Ryde - Meadowbank","A","Annual","2016","2016",535,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126021503","West Ryde - Meadowbank","A","Annual","2016","2016",607,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126021590","Putney","A","Annual","2016","2016",170,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126021590","Putney","A","Annual","2016","2016",203,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","126021591","Ryde","A","Annual","2016","2016",861,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","126021591","Ryde","A","Annual","2016","2016",952,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127011504","Ashcroft - Busby - Miller","A","Annual","2016","2016",520,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127011504","Ashcroft - Busby - Miller","A","Annual","2016","2016",519,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127011505","Austral - Greendale","A","Annual","2016","2016",340,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127011505","Austral - Greendale","A","Annual","2016","2016",290,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127011506","Cobbitty - Leppington","A","Annual","2016","2016",517,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127011506","Cobbitty - Leppington","A","Annual","2016","2016",485,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127011592","Badgerys Creek","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127011592","Badgerys Creek","A","Annual","2016","2016",2,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127011593","Cecil Hills","A","Annual","2016","2016",271,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127011593","Cecil Hills","A","Annual","2016","2016",300,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127011594","Green Valley","A","Annual","2016","2016",421,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127011594","Green Valley","A","Annual","2016","2016",466,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127011595","Hinchinbrook","A","Annual","2016","2016",418,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127011595","Hinchinbrook","A","Annual","2016","2016",470,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127011596","Hoxton Park - Carnes Hill - Horningsea Park","A","Annual","2016","2016",386,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127011596","Hoxton Park - Carnes Hill - Horningsea Park","A","Annual","2016","2016",434,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127011597","West Hoxton - Middleton Grange","A","Annual","2016","2016",563,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127011597","West Hoxton - Middleton Grange","A","Annual","2016","2016",565,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021509","Bonnyrigg Heights - Bonnyrigg","A","Annual","2016","2016",520,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021509","Bonnyrigg Heights - Bonnyrigg","A","Annual","2016","2016",601,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021510","Bossley Park - Abbotsbury","A","Annual","2016","2016",604,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021510","Bossley Park - Abbotsbury","A","Annual","2016","2016",650,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021511","Cabramatta - Lansvale","A","Annual","2016","2016",904,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021511","Cabramatta - Lansvale","A","Annual","2016","2016",940,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021512","Cabramatta West - Mount Pritchard","A","Annual","2016","2016",587,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021512","Cabramatta West - Mount Pritchard","A","Annual","2016","2016",633,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021513","Canley Vale - Canley Heights","A","Annual","2016","2016",699,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021513","Canley Vale - Canley Heights","A","Annual","2016","2016",768,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021514","Edensor Park","A","Annual","2016","2016",321,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021514","Edensor Park","A","Annual","2016","2016",377,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021515","Fairfield","A","Annual","2016","2016",626,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021515","Fairfield","A","Annual","2016","2016",621,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021516","Fairfield - West","A","Annual","2016","2016",636,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021516","Fairfield - West","A","Annual","2016","2016",687,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021517","Greenfield Park - Prairiewood","A","Annual","2016","2016",280,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021517","Greenfield Park - Prairiewood","A","Annual","2016","2016",296,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021518","Horsley Park - Kemps Creek","A","Annual","2016","2016",163,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021518","Horsley Park - Kemps Creek","A","Annual","2016","2016",175,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021519","Smithfield - Wetherill Park","A","Annual","2016","2016",572,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021519","Smithfield - Wetherill Park","A","Annual","2016","2016",557,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021520","St Johns Park - Wakeley","A","Annual","2016","2016",333,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021520","St Johns Park - Wakeley","A","Annual","2016","2016",375,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127021521","Wetherill Park Industrial","A","Annual","2016","2016",10,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127021521","Wetherill Park Industrial","A","Annual","2016","2016",2,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127031522","Casula","A","Annual","2016","2016",541,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127031522","Casula","A","Annual","2016","2016",599,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127031523","Chipping Norton - Moorebank","A","Annual","2016","2016",580,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127031523","Chipping Norton - Moorebank","A","Annual","2016","2016",611,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127031524","Holsworthy - Wattle Grove","A","Annual","2016","2016",792,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127031524","Holsworthy - Wattle Grove","A","Annual","2016","2016",787,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127031598","Liverpool","A","Annual","2016","2016",832,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127031598","Liverpool","A","Annual","2016","2016",808,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127031599","Lurnea - Cartwright","A","Annual","2016","2016",358,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127031599","Lurnea - Cartwright","A","Annual","2016","2016",361,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127031600","Prestons - Edmondson Park","A","Annual","2016","2016",677,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127031600","Prestons - Edmondson Park","A","Annual","2016","2016",624,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","127031601","Warwick Farm","A","Annual","2016","2016",164,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","127031601","Warwick Farm","A","Annual","2016","2016",159,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128011529","Gymea - Grays Point","A","Annual","2016","2016",702,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128011529","Gymea - Grays Point","A","Annual","2016","2016",722,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128011530","Miranda - Yowie Bay","A","Annual","2016","2016",593,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128011530","Miranda - Yowie Bay","A","Annual","2016","2016",667,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128011531","Sylvania - Taren Point","A","Annual","2016","2016",544,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128011531","Sylvania - Taren Point","A","Annual","2016","2016",583,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128011602","Caringbah","A","Annual","2016","2016",367,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128011602","Caringbah","A","Annual","2016","2016",378,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128011603","Caringbah South","A","Annual","2016","2016",403,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128011603","Caringbah South","A","Annual","2016","2016",422,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128011604","Cronulla - Kurnell - Bundeena","A","Annual","2016","2016",759,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128011604","Cronulla - Kurnell - Bundeena","A","Annual","2016","2016",810,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128011605","Lilli Pilli - Port Hacking - Dolans Bay","A","Annual","2016","2016",117,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128011605","Lilli Pilli - Port Hacking - Dolans Bay","A","Annual","2016","2016",142,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128011606","Woolaware - Burraneer","A","Annual","2016","2016",300,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128011606","Woolaware - Burraneer","A","Annual","2016","2016",321,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128021533","Heathcote - Waterfall","A","Annual","2016","2016",215,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128021533","Heathcote - Waterfall","A","Annual","2016","2016",235,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128021534","Illawong - Alfords Point","A","Annual","2016","2016",326,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128021534","Illawong - Alfords Point","A","Annual","2016","2016",353,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128021535","Menai - Lucas Heights - Woronora","A","Annual","2016","2016",733,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128021535","Menai - Lucas Heights - Woronora","A","Annual","2016","2016",882,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128021536","Oyster Bay - Como - Jannali","A","Annual","2016","2016",809,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128021536","Oyster Bay - Como - Jannali","A","Annual","2016","2016",816,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128021537","Royal National Park","A","Annual","2016","2016",1,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128021537","Royal National Park","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128021538","Sutherland - Kirrawee","A","Annual","2016","2016",655,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128021538","Sutherland - Kirrawee","A","Annual","2016","2016",689,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128021607","Engadine","A","Annual","2016","2016",581,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128021607","Engadine","A","Annual","2016","2016",588,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128021608","Loftus - Yarrawarrah","A","Annual","2016","2016",262,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128021608","Loftus - Yarrawarrah","A","Annual","2016","2016",273,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","128021609","Woronora Heights","A","Annual","2016","2016",161,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","128021609","Woronora Heights","A","Annual","2016","2016",172,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101021007","Braidwood","A","Annual","2016","2016",140,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101021007","Braidwood","A","Annual","2016","2016",151,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101021008","Karabar","A","Annual","2016","2016",293,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101021008","Karabar","A","Annual","2016","2016",338,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101021009","Queanbeyan","A","Annual","2016","2016",386,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101021009","Queanbeyan","A","Annual","2016","2016",335,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101021010","Queanbeyan - East","A","Annual","2016","2016",181,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101021010","Queanbeyan - East","A","Annual","2016","2016",184,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101021011","Queanbeyan Region","A","Annual","2016","2016",730,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101021011","Queanbeyan Region","A","Annual","2016","2016",774,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101021012","Queanbeyan West - Jerrabomberra","A","Annual","2016","2016",608,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101021012","Queanbeyan West - Jerrabomberra","A","Annual","2016","2016",663,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101031013","Bombala","A","Annual","2016","2016",82,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101031013","Bombala","A","Annual","2016","2016",69,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101031014","Cooma","A","Annual","2016","2016",236,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101031014","Cooma","A","Annual","2016","2016",220,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101031015","Cooma Region","A","Annual","2016","2016",131,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101031015","Cooma Region","A","Annual","2016","2016",146,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101031016","Jindabyne - Berridale","A","Annual","2016","2016",278,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101031016","Jindabyne - Berridale","A","Annual","2016","2016",276,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041017","Batemans Bay","A","Annual","2016","2016",215,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041017","Batemans Bay","A","Annual","2016","2016",212,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041018","Batemans Bay - South","A","Annual","2016","2016",244,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041018","Batemans Bay - South","A","Annual","2016","2016",224,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041019","Bega - Tathra","A","Annual","2016","2016",261,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041019","Bega - Tathra","A","Annual","2016","2016",294,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041020","Bega-Eden Hinterland","A","Annual","2016","2016",305,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041020","Bega-Eden Hinterland","A","Annual","2016","2016",366,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041021","Broulee - Tomakin","A","Annual","2016","2016",85,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041021","Broulee - Tomakin","A","Annual","2016","2016",103,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041022","Deua - Wadbilliga","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041022","Deua - Wadbilliga","A","Annual","2016","2016",1,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041023","Eden","A","Annual","2016","2016",92,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041023","Eden","A","Annual","2016","2016",91,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041024","Eurobodalla Hinterland","A","Annual","2016","2016",116,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041024","Eurobodalla Hinterland","A","Annual","2016","2016",128,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041025","Merimbula - Tura Beach","A","Annual","2016","2016",330,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041025","Merimbula - Tura Beach","A","Annual","2016","2016",334,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041026","Moruya - Tuross Head","A","Annual","2016","2016",230,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041026","Moruya - Tuross Head","A","Annual","2016","2016",236,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101041027","Narooma - Bermagui","A","Annual","2016","2016",222,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101041027","Narooma - Bermagui","A","Annual","2016","2016",258,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101051539","Goulburn","A","Annual","2016","2016",736,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101051539","Goulburn","A","Annual","2016","2016",719,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101051540","Goulburn Region","A","Annual","2016","2016",463,,
"ERP","Estimated Resident Population","2","Females","A45","45 - 49","SA2","Statistical Area Level 2","101051540","Goulburn Region","A","Annual","2016","2016",464,,
"ERP","Estimated Resident Population","1","Males","A45","45 - 49","SA2","Statistical Area Level 2","101061541","Yass","A","Annual","2016","2016",200,,
